Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score
xmlreader,2008-09-22 11:28:29.120,2009-05,7519.47,7.35,2.24,17,Low
xll,2008-09-16 09:16:02.523,2008-09,1238.0,3.25,1.75,4,Low
tooltip,2008-09-19 14:50:13.967,2009-08,18359.49,16.2,3.13,61,Low
combinations,2008-09-19 14:51:37.317,2009-06,13326.92,5.0,5.54,13,Low
infrastructure,2008-09-18 09:14:42.823,2009-03,4967.25,5.67,4.83,12,Low
strong-typing,2008-09-23 14:34:08.777,2009-04,9353.57,18.3,4.74,23,Low
greatest-n-per-group,2008-09-23 14:34:13.877,2008-09,264411.64,158.18,8.36,11,Low
xbox360,2008-09-24 04:47:26.103,2009-08,1614.71,4.0,2.86,7,Low
dhcp,2008-09-24 04:50:30.980,2008-09,5109.2,2.6,2.6,5,Low
asp.net-profiles,2008-09-24 04:53:10.427,2009-06,624.67,0.78,1.78,9,Low
progress-bar,2008-09-16 20:56:33.730,2009-07,36665.5,30.55,4.77,44,Low
distinct,2008-09-10 15:33:10.890,2009-05,120339.5,94.55,5.48,44,Low
acoustics,2008-09-19 20:31:41.307,2008-09,2580.0,3.0,3.0,1,Low
xpath-2.0,2008-09-19 10:35:32.840,2008-09,12713.0,6.0,2.0,3,Low
submission,2008-09-10 15:35:31.447,2008-09,6936.67,1.33,3.67,3,Low
private-methods,2008-09-11 01:12:39.030,2008-09,184488.67,203.67,17.67,3,Low
cups,2008-09-16 20:29:25.883,2008-09,2501.67,4.33,2.67,3,Low
jta,2008-09-04 15:21:44.183,2008-09,5953.17,8.5,2.67,6,Low
memory-address,2008-09-23 14:35:00.443,2009-08,89493.14,59.14,5.29,7,Low
flashlite,2008-09-18 09:21:15.427,2008-09,388.33,1.0,1.67,3,Low
cal,2008-09-08 08:14:33.473,2008-09,1435.25,0.25,2.5,4,Low
iso8601,2008-09-23 14:36:22.687,2008-09,244510.83,261.17,8.5,6,Low
sfauthorizationpluginview,2008-09-18 15:04:09.410,2008-09,1596.0,4.0,1.0,1,Low
scientific-computing,2008-09-08 15:19:59.533,2009-06,18224.67,15.67,6.0,12,Low
iec10967,2008-09-20 19:04:38.837,2008-09,648406.0,1013.0,66.0,1,Low
url-routing,2008-09-20 19:10:17.060,2009-06,5440.74,6.2,2.49,61,Low
ads,2008-09-21 16:01:40.983,2009-05,1988.88,3.12,2.76,17,Low
google-ads-api,2008-09-21 16:01:40.983,2008-09,11048.38,8.75,3.25,8,Low
ehcache,2008-09-18 22:43:12.083,2009-07,6530.75,4.38,2.56,16,Low
jsonp,2008-09-21 16:04:53.007,2009-07,15164.12,21.04,3.29,24,Low
corpus,2008-09-26 02:15:49.290,2008-09,927.5,3.0,5.0,2,Low
google-desktop-search,2008-09-24 14:15:35.193,2008-09,1992.0,5.67,4.67,3,Low
dynamic-controls,2008-09-24 14:15:36.830,2009-05,5202.5,2.0,3.83,6,Low
bounding-box,2008-09-16 20:29:56.693,2008-09,28730.0,24.5,5.5,4,Low
tic-tac-toe,2008-09-24 05:26:27.960,2008-09,206609.5,93.5,18.0,2,Low
standard-library,2008-09-24 05:44:09.913,2009-03,5136.62,10.5,6.5,8,Low
autoconf,2008-09-18 16:28:40.253,2009-06,6715.18,10.41,3.53,17,Low
p-np,2008-09-21 16:07:07.960,2008-09,91178.5,144.5,10.5,2,Low
shell-exec,2008-09-24 14:20:37.270,2008-09,6167.67,2.0,5.0,3,Low
dashboard,2008-09-24 06:03:29.040,2009-05,6551.88,2.62,2.5,8,Low
abstraction,2008-09-20 19:23:10.447,2009-05,20904.1,21.9,6.43,30,Low
html-entities,2008-08-27 12:51:26.073,2009-03,64619.38,112.69,5.62,13,Low
setinterval,2008-09-20 19:29:55.377,2009-08,242505.12,290.12,7.0,8,Low
instance-variables,2008-09-20 19:30:24.580,2009-05,31095.69,27.54,4.23,13,Low
winpcap,2008-09-26 02:29:31.143,2008-09,4411.2,3.0,2.8,5,Low
single-sign-on,2008-09-21 16:14:48.287,2009-06,6531.16,6.22,2.47,49,Low
changelog,2008-09-19 14:52:16.037,2009-07,4313.0,4.5,3.5,6,Low
browser-automation,2008-09-26 00:25:47.010,2008-09,1358.5,5.5,3.0,2,Low
exit-code,2008-09-20 19:40:40.733,2009-06,182915.73,190.18,6.45,11,Low
filechannel,2008-09-18 15:09:25.623,2008-09,7730.0,3.5,3.5,2,Low
polygon,2008-09-18 09:29:05.457,2009-07,22788.25,30.82,5.43,28,Low
plan-9,2008-09-18 09:30:28.027,2008-09,2768.0,6.0,2.0,1,Low
enumeration,2008-09-16 21:15:52.357,2008-10,61898.93,188.04,7.33,27,Low
officedev,2008-09-18 15:19:11.700,2008-09,1832.0,1.33,1.0,3,Low
oracle-call-interface,2008-09-19 10:49:41.057,2009-02,6823.0,0.83,2.17,6,Low
datagram,2008-09-17 04:35:59.990,2008-09,4346.2,3.2,2.4,5,Low
gamma,2008-09-26 12:07:01.403,2008-09,8671.0,3.0,2.0,1,Low
operator-overloading,2008-09-16 15:39:37.470,2009-07,29475.49,40.53,5.26,47,Low
private,2008-09-26 02:44:44.667,2009-08,29375.86,39.11,6.8,35,Low
private-members,2008-09-26 02:44:44.667,2009-05,29234.14,30.29,10.0,7,Low
materialized-views,2008-09-18 15:23:18.070,2008-09,201664.25,113.25,3.75,4,Low
windows-forms-designer,2008-09-18 15:23:35.837,2009-01,4398.46,10.54,2.85,13,Low
sharing,2008-09-19 20:36:28.953,2008-10,3398.14,2.57,3.14,7,Low
fullscreen,2008-09-26 12:10:47.010,2009-07,12191.75,7.25,3.44,36,Low
apache2.4,2008-09-04 15:51:59.977,2008-09,112859.0,70.0,7.0,1,Low
episerver,2008-09-24 06:56:14.077,2008-09,2876.36,2.91,3.91,11,Low
symbian,2008-09-13 10:30:33.103,2009-06,3437.83,2.9,2.76,42,Low
bitbucket,2008-09-23 14:51:08.657,2008-09,10551.67,13.0,3.67,3,Low
pecl,2008-09-23 14:53:03.487,2008-09,1852.5,1.5,5.0,4,Low
locbaml,2008-09-24 14:39:45.010,2008-09,2198.0,1.5,2.0,2,Low
libvlc,2008-09-24 14:41:38.483,2008-09,16789.0,1.0,4.0,1,Low
capslock,2008-09-24 14:42:21.977,2008-09,57542.83,141.0,9.83,6,Low
soundex,2008-09-24 14:42:26.343,2008-09,2234.75,6.75,3.0,4,Low
twisted,2008-09-17 06:51:35.750,2009-01,3392.38,5.95,2.14,21,Low
usb-drive,2008-09-18 23:05:12.827,2009-07,14974.14,8.57,4.21,14,Low
listbox,2008-09-10 15:37:24.903,2009-05,13809.29,9.08,2.86,168,Low
javaspaces,2008-09-24 14:49:51.303,2008-09,2211.67,2.0,4.67,3,Low
winsock,2008-09-24 07:54:35.437,2009-04,5552.47,2.72,2.47,36,Low
quartz-composer,2008-09-23 06:55:08.737,2008-09,998.0,1.0,1.5,2,Low
server.mappath,2008-09-20 20:29:47.650,2008-09,8503.0,8.0,5.0,1,Low
eclipse-emf,2008-09-22 11:55:14.097,2009-08,3358.89,2.44,1.67,9,Low
increment,2008-09-22 11:55:40.600,2009-05,6574.83,9.0,5.33,12,Low
c-strings,2008-09-20 20:45:24.837,2008-09,98271.5,120.5,14.25,4,Low
mechanize,2008-09-26 03:20:19.027,2009-08,4153.33,3.67,1.92,12,Low
sequence-diagram,2008-09-24 07:57:17.863,2009-08,1740.6,1.2,2.6,5,Low
gnu,2008-09-18 09:43:52.037,2009-02,22657.74,26.23,4.13,31,Low
jersey,2008-09-24 14:59:26.007,2009-05,6510.14,5.57,3.0,7,Low
onchange,2008-09-16 15:43:06.807,2009-06,22691.82,5.94,3.82,17,Low
psycopg2,2008-09-16 09:22:36.847,2008-09,13094.83,12.83,2.67,6,Low
accelerator,2008-09-18 15:35:46.713,2009-06,6267.0,7.5,3.5,4,Low
inputstream,2008-09-26 03:43:38.190,2008-10,321426.95,385.76,11.14,21,Low
robohelp,2008-09-18 09:44:45.403,2008-09,38528.0,19.0,5.0,1,Low
webrequest,2008-09-18 09:46:29.597,2009-04,25288.83,17.5,3.38,24,Low
console.writeline,2008-09-26 03:47:41.097,2008-09,177269.5,196.0,7.5,2,Low
multiple-inheritance,2008-09-24 15:08:50.213,2008-12,43781.25,71.25,6.62,32,Low
phpmyid,2008-09-26 03:50:38.673,2008-09,559.0,2.0,2.0,1,Low
exim,2008-09-16 20:33:39.820,2009-07,9073.5,4.25,4.25,4,Low
wso2,2008-09-22 18:25:11.333,2008-09,653.33,1.67,1.33,3,Low
apache-poi,2008-09-24 09:05:48.527,2009-07,30409.09,13.22,4.57,23,Low
7zip,2008-09-18 15:38:26.380,2009-01,13313.4,6.4,2.8,5,Low
xmldataprovider,2008-09-13 02:02:00.033,2009-06,4209.0,2.75,1.5,4,Low
undefined-behavior,2008-09-19 00:30:10.313,2008-09,102310.8,437.2,11.2,5,Low
information-management,2008-09-05 19:30:37.367,2008-09,672.0,2.0,7.0,2,Low
application-onerror,2008-09-24 09:15:28.317,2008-09,6464.5,6.5,4.0,2,Low
haxe,2008-09-18 09:56:57.620,2008-09,4659.0,10.0,4.33,9,Low
amfphp,2008-09-19 14:59:49.653,2009-06,1131.27,0.45,2.73,11,Low
ui-virtualization,2008-09-24 09:38:35.887,2008-09,6733.0,13.0,1.0,1,Low
watir,2008-09-26 03:59:57.357,2008-09,1860.29,2.14,3.29,7,Low
web-testing,2008-09-26 03:59:57.357,2009-06,11426.33,8.56,4.11,9,Low
syntax-checking,2008-09-16 09:26:08.273,2008-09,9219.0,13.0,4.67,3,Low
alfresco,2008-09-26 04:04:09.047,2009-08,3828.0,2.8,3.0,5,Low
jprofiler,2008-09-22 00:01:13.547,2008-09,32105.0,37.0,11.67,3,Low
preprocessor-directive,2008-09-24 09:52:32.267,2008-09,18435.25,19.0,4.75,4,Low
instaweb,2008-09-22 00:06:38.637,2008-09,3892.0,4.5,5.0,2,Low
parent,2008-09-26 04:14:29.833,2009-08,34967.33,29.9,4.05,21,Low
mdiparent,2008-09-26 04:14:29.833,2009-07,1994.5,1.75,1.25,4,Low
cherry-pick,2008-09-24 10:05:23.390,2008-09,100958.0,188.5,3.0,2,Low
turbogears,2008-09-24 10:14:07.473,2008-11,3288.94,5.76,3.76,17,Low
myspace,2008-09-22 18:27:00.767,2009-04,895.7,0.8,2.5,10,Low
rfc5545,2008-09-17 04:50:31.843,2008-09,12875.0,4.0,3.0,1,Low
computer-vision,2008-09-16 20:35:16.073,2009-05,26405.44,21.72,5.96,25,Low
acl,2008-09-22 23:40:09.610,2009-05,13429.96,7.54,2.92,26,Low
config,2008-09-19 10:54:35.837,2009-07,6083.37,4.63,3.42,19,Low
komodo,2008-09-22 23:44:21.877,2009-01,37422.4,12.6,4.4,5,Low
agi,2008-09-18 23:14:32.897,2008-09,2593.0,0.5,5.0,2,Low
state-machine,2008-09-24 15:31:18.910,2008-10,4985.0,9.71,3.76,17,Low
logarithm,2008-09-09 08:56:23.287,2009-04,189899.33,98.33,7.0,9,Low
floating-accuracy,2008-09-24 10:31:37.993,2009-02,75563.17,353.33,10.17,12,Low
ironpython,2008-09-16 16:44:27.547,2009-05,5672.83,8.21,3.17,84,Low
webkit,2008-09-22 23:47:16.317,2009-07,18958.35,14.45,3.52,77,Low
anonymous-inner-class,2008-09-22 23:47:54.380,2008-09,122079.5,161.0,11.0,2,Low
strip,2008-09-19 15:04:51.997,2009-07,103306.14,95.86,5.64,14,Low
jquery-ui-dialog,2008-09-22 23:50:32.863,2008-12,102048.79,98.43,6.93,14,Low
oracle-coherence,2008-09-24 10:36:54.140,2008-09,1582.67,3.67,3.33,3,Low
ms-access-2007,2008-09-24 10:39:44.680,2009-07,5343.53,1.55,3.02,58,Low
event-log,2008-09-16 22:12:52.673,2009-03,38129.13,22.96,3.96,23,Low
grub,2008-09-18 23:19:19.390,2008-09,1922.0,8.0,2.0,1,Low
touch-typing,2008-09-24 15:45:02.170,2008-09,11716.0,8.0,8.0,1,Low
filezilla,2008-09-04 16:09:20.777,2008-09,64737.5,36.5,4.5,2,Low
cluster-analysis,2008-09-16 15:59:42.540,2009-05,9049.46,10.85,4.92,13,Low
xunit,2008-09-22 18:29:26.520,2008-09,11780.6,20.2,3.4,5,Low
rdl,2008-09-22 18:29:57.220,2009-02,35060.67,21.44,2.67,9,Low
arcgis-js-api,2008-09-24 11:08:01.167,2008-09,7398.0,8.0,4.33,3,Low
gateway,2008-09-18 23:26:59.437,2008-09,4239.8,2.4,2.8,5,Low
qtp,2008-09-18 10:05:25.587,2009-08,6847.28,2.44,2.44,18,Low
django-users,2008-09-04 16:19:49.083,2008-09,169884.5,276.0,12.0,2,Low
songbird,2008-09-22 12:27:37.917,2008-09,2417.0,8.0,3.0,1,Low
prerequisites,2008-09-23 17:28:19.950,2009-01,12046.67,11.5,3.17,6,Low
skinning,2008-09-23 13:18:13.387,2008-09,3735.08,3.23,2.92,13,Low
font-size,2008-09-24 11:18:47.473,2009-06,20034.3,15.7,4.15,20,Low
traffic,2008-09-21 16:44:32.160,2009-06,62956.75,34.0,5.75,4,Low
google-finance,2008-09-21 16:45:20.990,2008-09,174950.5,71.5,13.0,2,Low
uitableview,2008-09-24 15:54:26.390,2009-08,17435.47,18.96,3.97,200,Low
click-through,2008-09-24 15:55:06.403,2008-09,5727.0,15.0,3.0,1,Low
jtextfield,2008-09-24 15:55:16.530,2009-08,34334.2,14.2,5.8,5,Low
threadx,2008-09-22 00:31:53.550,2008-09,13072.0,11.0,11.0,1,Low
sqlcmd,2008-09-22 00:32:58.947,2008-11,6932.21,5.07,3.43,14,Low
bandwidth,2008-09-18 17:39:03.843,2009-05,18216.96,9.35,4.08,26,Low
derby,2008-09-23 03:53:27.083,2008-09,8048.0,8.08,3.67,12,Low
git-submodules,2008-09-24 15:58:32.607,2009-07,110978.73,91.09,6.27,11,Low
computational-geometry,2008-09-16 22:40:29.907,2008-09,18508.57,23.0,6.14,7,Low
xmlwriter,2008-09-19 15:11:38.377,2009-03,16911.88,12.75,2.75,8,Low
bda,2008-09-24 11:54:02.553,2008-09,610.0,3.0,1.0,1,Low
uddi,2008-09-24 11:59:13.227,2008-09,3355.0,4.0,3.0,2,Low
cut,2008-09-08 10:07:03.903,2009-05,131282.75,120.5,5.5,4,Low
time-precision,2008-09-24 12:00:59.617,2008-12,250960.75,170.25,7.0,4,Low
gps-time,2008-09-24 12:00:59.617,2008-09,4988.0,4.0,3.0,1,Low
sap-basis,2008-09-18 23:35:26.827,2008-09,1358.5,2.0,2.0,2,Low
websphere-commerce,2008-09-18 23:35:26.827,2008-09,1192.0,3.0,2.0,1,Low
adaptor,2008-09-18 23:35:26.827,2008-09,700.0,3.0,1.5,2,Low
game-theory,2008-09-24 12:11:36.097,2008-09,22725.33,39.67,14.33,3,Low
keyboard-hook,2008-09-22 23:02:07.283,2008-09,35826.71,22.57,3.43,7,Low
nightly-build,2008-09-24 12:15:11.377,2008-10,16938.5,25.0,11.25,4,Low
qt-jambi,2008-09-23 18:55:03.593,2008-09,11787.0,11.0,3.67,3,Low
x-sendfile,2008-09-17 05:07:08.200,2008-09,36308.0,21.0,2.0,1,Low
image-caching,2008-09-24 12:19:18.187,2008-09,173567.5,101.0,12.0,2,Low
ctags,2008-09-26 05:40:17.240,2008-09,18139.71,34.86,4.86,7,Low
unions,2008-09-24 12:20:32.800,2009-05,47260.45,56.55,4.91,11,Low
highlight,2008-09-19 03:05:24.980,2009-08,207614.07,435.8,7.07,15,Low
symfony1,2008-09-23 15:14:20.753,2009-03,4390.61,2.59,2.91,56,Low
runtime.exec,2008-09-26 01:22:45.050,2008-09,47836.9,21.6,4.4,10,Low
btrieve,2008-09-17 05:15:02.127,2008-09,1284.67,1.33,1.67,3,Low
sql-loader,2008-09-23 00:16:28.307,2008-09,32128.2,6.2,2.8,5,Low
ellipsis,2008-09-23 00:17:09.663,2008-09,87274.33,124.67,12.0,3,Low
synchronized,2008-09-23 00:17:29.397,2008-09,59084.33,82.11,9.22,9,Low
p2,2008-09-26 06:10:52.143,2009-08,3384.2,5.8,2.0,5,Low
midp,2008-09-19 00:54:28.383,2009-08,3546.13,3.3,2.3,30,Low
netbeans6.1,2008-09-19 00:54:28.383,2008-09,1107.75,0.5,2.25,4,Low
wdk,2008-09-24 16:13:46.313,2009-06,5527.89,9.67,2.89,9,Low
py2exe,2008-09-22 00:49:12.153,2008-10,18014.12,15.42,3.71,24,Low
chuck,2008-09-19 00:54:58.727,2008-09,237.0,2.0,1.5,2,Low
calculator,2008-09-22 12:35:33.420,2008-12,22070.43,17.29,5.0,7,Low
miktex,2008-09-21 16:57:07.763,2008-09,2364.0,0.5,1.5,2,Low
look-and-feel,2008-09-28 14:43:52.570,2009-08,3511.78,3.67,2.22,18,Low
rdlc,2008-09-19 15:59:31.083,2009-06,9447.46,2.69,2.62,39,Low
codebase,2008-09-24 12:43:16.257,2009-02,4140.0,14.71,6.14,7,Low
network-share,2008-09-26 06:45:42.043,2008-09,5567.57,9.71,2.14,7,Low
bho,2008-09-24 12:50:31.683,2009-03,3095.78,1.44,1.94,18,Low
schedule,2008-09-11 02:29:25.413,2008-09,1886.6,4.8,3.0,5,Low
custom-action,2008-09-24 12:56:14.010,2008-12,17182.55,18.91,2.82,11,Low
documentation-generation,2008-09-19 11:16:12.523,2009-07,8152.61,11.17,5.11,18,Low
handle,2008-09-25 05:32:43.350,2009-06,12832.24,6.41,3.41,17,Low
exc-bad-access,2008-09-15 17:24:01.703,2009-08,9684.83,8.17,4.5,6,Low
bugzilla,2008-09-08 11:32:49.517,2008-09,6623.29,7.94,4.24,17,Low
quartz-2d,2008-09-27 08:10:34.317,2008-09,8313.0,6.0,2.67,3,Low
model-driven-development,2008-09-16 09:41:12.823,2008-09,1386.0,9.0,8.0,1,Low
hidden,2008-09-19 01:23:28.970,2008-09,41774.5,72.88,5.75,8,Low
jruby,2008-09-26 07:07:11.867,2009-06,4368.02,9.0,3.02,41,Low
cdc,2008-09-26 07:16:55.477,2009-07,10822.8,4.0,2.8,5,Low
ngen,2008-09-19 01:25:41.570,2009-02,6901.71,14.29,3.71,7,Low
toplink,2008-09-23 17:46:37.860,2009-08,7203.18,3.36,2.55,11,Low
boost-bind,2008-09-22 01:09:15.350,2009-07,13205.62,19.25,1.88,8,Low
allegro,2008-09-19 01:29:15.930,2008-10,5309.0,1.4,3.0,5,Low
virtual-functions,2008-09-19 03:29:44.873,2009-03,49763.91,123.68,7.5,22,Low
hudson,2008-09-04 16:39:56.413,2009-06,10829.94,12.22,3.31,36,Low
ncurses,2008-09-26 07:30:33.090,2008-11,22964.5,14.75,2.38,8,Low
error-suppression,2008-09-10 19:09:47.577,2008-09,86036.75,182.5,12.75,4,Low
virtual-hosts,2008-09-26 07:35:43.967,2008-09,66371.0,83.5,7.5,4,Low
alphablending,2008-09-27 09:50:10.553,2009-08,6454.86,5.29,2.62,21,Low
softkeys,2008-09-27 10:18:00.703,2008-09,605.0,0.0,2.0,1,Low
8-bit,2008-09-27 10:31:01.907,2008-09,13854.0,26.0,5.0,1,Low
desktop-wallpaper,2008-09-17 05:31:17.690,2008-09,3617.33,3.67,3.0,3,Low
ada,2008-09-27 10:52:42.930,2009-03,2998.38,6.15,3.38,13,Low
template-engine,2008-09-18 23:55:21.147,2009-01,11801.75,16.68,6.32,28,Low
matplotlib,2008-09-22 12:36:53.183,2009-07,522941.0,278.67,4.5,12,Low
spam-prevention,2008-09-17 05:42:59.643,2009-05,7224.85,10.08,6.15,26,Low
innerhtml,2008-09-26 12:30:04.280,2009-02,46606.94,17.76,5.71,17,Low
encryption-symmetric,2008-09-23 00:44:31.860,2008-09,24791.0,22.0,4.67,3,Low
rtf,2008-09-23 00:50:49.910,2009-02,13656.13,6.08,3.03,38,Low
title,2008-09-27 12:01:40.580,2009-08,13528.67,5.75,4.0,12,Low
ndepend,2008-09-04 19:54:37.693,2008-09,804.33,5.33,1.67,6,Low
sse,2008-09-26 08:08:34.217,2008-09,9996.8,10.6,5.0,5,Low
snapshot,2008-09-26 08:14:46.040,2009-03,17391.0,19.56,3.0,9,Low
implicit-conversion,2008-09-27 12:02:16.647,2009-08,23812.17,44.33,5.83,6,Low
page-directives,2008-09-26 12:31:57.613,2008-09,1647.0,2.0,2.0,1,Low
yaml,2008-09-09 09:54:41.383,2009-05,22066.44,25.78,3.67,27,Low
x509,2008-09-27 12:16:00.653,2008-12,33614.26,21.58,4.26,19,Low
firewatir,2008-09-27 12:30:47.703,2008-09,2198.0,2.0,3.0,1,Low
bin-packing,2008-09-27 12:42:22.167,2008-09,5745.0,4.0,1.5,2,Low
scsi,2008-09-16 09:48:04.507,2008-09,1779.0,3.33,2.33,3,Low
type-punning,2008-09-19 01:30:27.830,2008-09,104485.67,341.67,6.67,3,Low
import-from-excel,2008-09-23 00:58:09.360,2008-09,42111.0,34.83,6.0,6,Low
binsor,2008-09-27 13:11:03.127,2008-09,427.33,1.33,1.0,3,Low
openlaszlo,2008-09-26 12:34:05.957,2008-09,1048.6,3.8,3.2,5,Low
hash-code-uniqueness,2008-09-19 15:20:45.513,2008-09,14635.5,88.0,3.0,2,Low
csrf,2008-09-26 08:32:50.973,2009-05,2350.54,5.15,2.38,13,Low
html-content-extraction,2008-09-11 09:16:40.473,2008-09,88094.92,24.08,6.5,12,Low
character-encoding,2008-09-16 20:42:30.503,2009-06,37940.19,19.96,4.34,158,Low
dd,2008-09-10 16:39:14.600,2008-09,10921.5,3.5,6.0,2,Low
viper-mode,2008-09-19 00:09:56.510,2008-09,1730.0,3.5,5.5,2,Low
nvidia,2008-09-23 01:01:09.463,2009-07,8924.0,10.9,3.3,10,Low
principles,2008-09-28 17:29:52.203,2008-09,3959.67,10.33,4.67,3,Low
playback,2008-09-23 01:03:00.503,2009-04,6396.91,2.27,2.73,11,Low
finalcut,2008-09-23 01:03:00.503,2008-09,4241.0,4.0,3.0,1,Low
hostheaders,2008-09-23 18:07:07.063,2008-09,5734.0,4.5,2.0,2,Low
httpresponse,2008-09-23 18:08:13.940,2009-06,9215.15,7.54,3.0,13,Low
embedded-jboss,2008-09-23 18:11:09.707,2008-09,5843.5,3.0,2.5,2,Low
near-real-time,2008-09-17 05:55:08.770,2008-09,3055.0,10.0,13.0,1,Low
web-user-controls,2008-09-22 12:44:52.917,2008-11,2744.57,1.57,2.14,7,Low
c99,2008-09-28 18:08:19.067,2009-06,15915.15,38.38,3.62,13,Low
sanitization,2008-09-26 12:41:25.720,2009-06,14475.17,13.86,4.69,29,Low
drawstring,2008-09-18 10:39:21.590,2008-09,8265.67,6.0,3.0,6,Low
krypton-toolkit,2008-09-26 09:24:15.127,2008-09,470.0,1.0,1.5,2,Low
mmc3,2008-09-23 18:17:13.980,2008-09,1607.5,2.0,2.0,2,Low
language-comparisons,2008-09-23 01:15:54.123,2009-07,18828.0,42.58,5.42,12,Low
release-cycle,2008-09-25 16:57:32.923,2008-09,12032.67,20.67,7.33,3,Low
glib,2008-09-22 01:48:27.500,2009-07,2663.75,3.75,2.0,8,Low
scheduling,2008-09-08 15:40:49.453,2009-07,21344.89,15.68,3.98,44,Low
docbook,2008-09-23 18:17:20.033,2008-09,3391.83,6.17,4.5,6,Low
zsi,2008-09-26 12:45:01.203,2008-11,101342.33,39.0,2.0,3,Low
fluent-interface,2008-09-23 01:23:23.653,2009-06,3930.2,7.6,2.95,20,Low
vmware-server,2008-09-04 17:45:59.577,2009-03,6860.44,1.56,3.22,9,Low
homebrew,2008-09-28 03:41:01.307,2008-09,9449.33,26.0,4.0,3,Low
devkitpro,2008-09-28 18:42:33.713,2008-09,26316.0,72.0,5.0,1,Low
data-protection,2008-09-26 15:50:03.533,2008-09,341.0,4.0,2.0,1,Low
global,2008-09-04 18:11:29.250,2009-04,19875.11,22.11,4.19,36,Low
endpoints,2008-09-23 18:20:19.293,2009-04,10740.67,8.44,3.22,9,Low
akamai,2008-09-15 17:40:02.523,2008-09,19483.0,5.5,4.0,2,Low
lob,2008-09-23 18:21:12.490,2009-07,25949.0,15.75,3.25,4,Low
jmeter,2008-09-23 18:21:52.440,2009-07,16578.7,11.2,2.6,10,Low
background,2008-09-22 18:44:02.803,2009-08,49211.64,19.85,5.62,47,Low
toolbar,2008-09-23 10:06:39.917,2009-07,4808.0,3.49,2.44,43,Low
date-range,2008-09-26 09:42:26.407,2009-06,86593.89,76.78,7.89,9,Low
software-quality,2008-09-26 12:46:49.653,2009-02,2527.75,6.88,10.5,8,Low
ajaxcontroltoolkit,2008-09-10 17:02:00.707,2009-04,5603.57,1.35,2.12,68,Low
beta,2008-09-09 10:18:13.370,2009-08,1945.15,5.69,3.38,13,Low
relative-path,2008-09-09 10:19:32.727,2009-05,87517.83,63.79,4.21,29,Low
validationsummary,2008-09-26 09:48:37.890,2009-03,10414.5,4.33,2.83,6,Low
custom-controls,2008-09-08 20:02:26.093,2009-04,4481.52,6.42,2.11,62,Low
partial-views,2008-09-16 15:57:52.980,2009-06,5789.33,6.13,2.47,15,Low
javafx,2008-09-04 19:10:11.607,2008-12,3542.83,3.81,2.9,42,Low
semantic-markup,2008-09-23 01:26:28.403,2008-11,27230.23,27.69,5.77,13,Low
keyevent,2008-09-26 09:55:29.247,2008-09,9796.0,5.0,2.0,2,Low
value-type,2008-09-09 10:23:29.503,2009-06,10850.67,16.93,3.8,15,Low
shoutcast,2008-09-18 10:40:09.933,2009-08,10514.0,1.25,4.25,4,Low
column-width,2008-09-23 01:30:11.483,2009-08,9394.67,3.0,2.56,9,Low
noborder,2008-09-15 17:43:53.263,2008-09,1121316.0,852.0,26.0,1,Low
runtime-compilation,2008-09-27 16:42:52.010,2008-09,7044.0,11.5,6.25,4,Low
word-2007,2008-09-22 12:49:40.127,2008-10,5292.09,2.64,2.45,11,Low
querying,2008-09-15 17:46:54.990,2008-09,10541.5,13.5,3.0,2,Low
c++17,2008-09-23 15:31:03.210,2008-09,55369.0,79.0,19.0,1,Low
stdmap,2008-09-26 10:10:45.967,2009-07,91455.53,76.8,6.8,15,Low
oracleforms,2008-09-22 01:52:20.987,2008-10,13738.85,2.38,2.62,13,Low
iso-8859-1,2008-09-26 12:50:46.587,2008-09,88568.3,25.5,5.5,10,Low
irb,2008-09-27 17:17:27.653,2008-09,11978.75,13.75,4.75,4,Low
rdp,2008-09-28 19:14:40.610,2009-06,24988.08,12.23,3.23,13,Low
event-based-programming,2008-09-27 17:36:01.603,2008-09,153.0,0.0,4.0,1,Low
text-to-speech,2008-09-27 17:40:30.890,2008-10,11270.76,8.65,4.41,17,Low
jaxb,2008-09-27 17:40:45.663,2009-06,15529.65,10.35,3.16,57,Low
testng,2008-09-18 10:52:34.663,2009-05,14742.87,13.0,3.93,15,Low
sparse-matrix,2008-09-27 17:59:39.020,2009-08,10253.7,13.0,3.3,10,Low
finalbuilder,2008-09-18 17:28:01.077,2008-09,3437.4,2.8,3.0,5,Low
moodle,2008-09-04 20:22:11.230,2009-02,1591.33,1.83,2.67,6,Low
sql-server-2016,2008-09-25 12:34:00.093,2008-09,927138.0,1240.0,17.5,2,Low
parent-child,2008-09-28 20:01:44.007,2009-08,6920.27,3.87,2.57,30,Low
raii,2008-09-21 17:27:28.360,2008-10,42624.0,94.86,7.86,14,Low
excel-2002,2008-09-23 18:30:19.723,2008-09,1238.5,1.5,1.5,2,Low
postsharp,2008-09-18 11:05:05.240,2009-08,1266.31,1.69,1.54,13,Low
code-completion,2008-09-27 18:28:42.507,2009-08,23123.0,48.18,4.0,11,Low
init,2008-09-19 11:38:58.957,2008-09,9654.8,35.2,4.2,5,Low
significance,2008-09-27 18:47:54.020,2008-09,15050.33,5.33,5.0,3,Low
future,2008-09-17 06:07:58.163,2009-07,3961.0,9.8,3.8,5,Low
