Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score,Tag Rank (Top 100),Tag Usage %
hibernate,2008-08-25 17:25:22.610,2014-09,5177.51,2.61,1.48,12474,Low,67.0,0.1292
postgresql,2008-08-03 17:44:07.450,2014-03,9647.16,6.93,1.76,11970,Low,68.0,0.1239
multithreading,2008-08-04 07:30:01.727,2014-03,4220.87,4.79,1.95,11939,Low,69.0,0.1236
linq,2008-08-01 13:20:46.890,2013-03,4986.51,4.12,2.0,11765,Low,70.0,0.1218
shell,2008-08-04 21:04:06.407,2014-03,10152.4,7.31,2.19,11683,Low,71.0,0.121
web-services,2008-08-01 04:59:33.643,2014-04,4167.99,2.6,1.57,11404,Low,72.0,0.1181
wcf,2008-08-07 02:50:13.320,2012-10,3522.18,2.64,1.48,11334,Low,73.0,0.1174
symfony,2010-02-23 20:53:34.540,2013-07,3478.7,2.48,1.44,11129,Low,74.0,0.1152
magento,2008-12-17 00:17:38.590,2013-01,2799.86,1.09,1.45,11050,Low,75.0,0.1144
qt,2008-08-20 21:16:24.030,2013-08,3739.73,2.71,1.45,11028,Low,76.0,0.1142
haskell,2008-08-05 14:16:02.720,2014-11,1659.23,6.37,1.85,10941,Low,77.0,0.1133
cordova,2009-07-03 23:52:38.623,2014-03,2428.18,1.88,1.36,10917,Low,78.0,0.113
powershell,2008-08-05 18:01:32.547,2014-07,11581.89,5.18,1.87,10910,Low,79.0,0.113
sqlite,2008-08-01 22:34:42.853,2014-04,3917.34,3.28,1.58,10870,Low,80.0,0.1126
winforms,2008-08-05 20:05:22.077,2013-10,5699.66,3.32,2.0,10823,Low,81.0,0.1121
maven,2008-09-16 10:34:05.223,2014-03,7097.65,4.28,1.59,10682,Low,82.0,0.1106
visual-studio-2010,2008-08-26 14:22:42.713,2012-07,3470.23,2.29,1.51,10401,Low,83.0,0.1077
t-sql,2008-08-05 18:15:47.727,2013-08,14823.75,7.56,2.43,10346,Low,84.0,0.1071
uitableview,2008-09-24 15:54:26.390,2014-03,2623.83,2.41,1.89,10244,Low,85.0,0.1061
xaml,2008-08-28 14:24:15.157,2014-04,3459.24,2.73,1.51,10017,Low,86.0,0.1037
validation,2008-08-04 16:44:25.167,2014-01,5193.3,3.03,1.84,9999,Low,87.0,0.1035
rest,2008-08-04 17:53:32.500,2014-07,6474.28,5.64,1.6,9955,Low,88.0,0.1031
jsf,2008-08-13 00:49:17.360,2013-09,3811.17,1.84,1.22,9680,Low,89.0,0.1002
jsp,2008-08-15 23:07:03.400,2014-04,4655.89,1.43,1.54,9546,Low,90.0,0.0988
google-chrome,2008-09-02 15:12:55.033,2014-01,7156.92,5.45,1.64,9393,Low,91.0,0.0973
codeigniter,2008-08-16 19:27:20.473,2013-03,3437.82,1.04,1.71,9367,Low,92.0,0.097
python-2.7,2012-06-07 15:34:19.000,2014-03,5554.88,2.81,1.6,9296,Low,93.0,0.0963
list,2008-08-23 19:17:34.353,2014-03,9885.33,6.65,2.32,9228,Low,94.0,0.0956
batch-file,2008-08-19 00:21:12.237,2014-03,9524.1,3.65,1.87,9072,Low,95.0,0.0939
authentication,2008-08-03 11:21:54.520,2013-03,4097.1,3.2,1.59,9034,Low,96.0,0.0935
google-app-engine,2008-08-30 13:20:02.740,2012-07,1475.68,2.15,1.46,8776,Low,97.0,0.0909
google-maps,2008-08-05 20:24:42.960,2014-03,3533.81,1.88,1.38,8741,Low,98.0,0.0905
function,2008-08-18 18:40:34.403,2014-03,4914.65,2.99,2.09,8738,Low,99.0,0.0905
sorting,2008-08-02 00:40:58.200,2014-03,6711.1,5.35,2.24,8722,Low,100.0,0.0903
java,2008-08-01 16:08:52.353,2014-03,5886.25,3.56,1.97,554915,Low,1.0,5.3481
javascript,2008-08-03 21:42:37.903,2014-03,5819.14,3.99,1.86,540804,Low,2.0,5.2121
c#,2008-07-31 21:42:52.667,2014-03,5268.5,3.83,1.97,494272,Low,3.0,4.7636
php,2008-08-01 12:50:18.587,2014-03,3491.47,1.71,1.87,444226,Low,4.0,4.2813
android,2008-08-26 15:30:38.367,2014-03,3980.64,3.02,1.6,332470,Low,5.0,3.2042
python,2008-08-02 03:35:55.697,2014-03,11037.81,7.8,1.99,280741,Low,6.0,2.7057
c++,2008-08-01 12:13:50.207,2014-03,4891.53,4.39,2.09,227337,Low,7.0,2.191
html,2008-07-31 22:08:08.620,2014-03,6250.04,3.18,2.03,186744,Low,8.0,1.7998
ios,2008-08-02 10:47:08.460,2014-03,3003.18,3.19,1.65,185755,Low,9.0,1.7902
jquery,2008-08-12 11:11:29.680,2013-03,4007.06,1.8,1.78,184077,Low,10.0,1.7741
sql,2008-08-01 12:35:56.917,2014-03,7876.6,3.63,2.09,131783,Low,11.0,1.2701
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,2295.69,2.61,1.58,112679,Low,12.0,1.086
mysql,2008-08-01 05:09:55.993,2014-03,4952.53,2.7,1.81,109997,Low,13.0,1.0601
css,2008-08-03 21:42:37.903,2014-03,6448.42,3.68,1.96,101288,Low,14.0,0.9762
c,2008-08-01 23:27:24.993,2014-03,5276.67,3.3,2.24,96404,Low,15.0,0.9291
asp.net,2008-08-01 19:23:13.117,2013-04,3891.82,2.28,1.82,77905,Low,16.0,0.7508
iphone,2008-08-04 19:02:36.777,2012-07,3170.99,2.76,1.96,68773,Low,17.0,0.6628
objective-c,2008-08-12 15:31:40.200,2012-08,2423.22,2.73,1.73,62015,Low,18.0,0.5977
r,2008-09-16 21:40:29.927,2014-03,6352.45,4.53,1.6,61797,Low,19.0,0.5956
.net,2008-08-01 00:59:11.177,2010-03,4827.36,4.89,2.14,48827,Low,20.0,0.4706
ruby,2008-08-01 13:38:27.133,2013-03,3232.02,4.08,1.87,45176,Low,21.0,0.4354
angularjs,2009-10-19 11:41:47.043,2015-01,6147.48,4.71,1.55,42053,Low,22.0,0.4053
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,4598.57,3.35,1.72,41216,Low,23.0,0.3972
linux,2008-08-01 14:36:18.640,2014-03,10144.02,6.79,1.98,40154,Low,24.0,0.387
sql-server,2008-08-01 18:33:08.333,2014-11,8437.52,4.13,2.03,40152,Low,25.0,0.387
ajax,2008-08-04 17:53:32.500,2014-03,3613.4,1.9,1.63,37658,Low,26.0,0.3629
vb.net,2008-08-01 12:43:11.503,2014-03,3825.7,1.35,1.6,34554,Low,27.0,0.333
node.js,2009-08-23 00:55:49.140,2014-03,7386.91,6.44,1.59,34500,Low,28.0,0.3325
json,2008-08-14 23:13:32.493,2014-03,6002.58,3.97,1.67,34447,Low,29.0,0.332
regex,2008-08-04 13:47:10.547,2014-03,5503.21,3.82,2.2,32779,Low,30.0,0.3159
xml,2008-08-01 15:50:08.537,2014-03,3620.06,2.2,1.58,32262,Low,31.0,0.3109
django,2008-08-21 19:41:57.870,2013-03,3767.51,3.87,1.56,30503,Low,32.0,0.294
git,2008-08-05 18:29:14.283,2014-03,19989.82,27.13,2.14,30330,Low,33.0,0.2923
excel,2008-08-05 16:47:28.873,2014-03,8460.68,1.66,1.63,30223,Low,34.0,0.2913
database,2008-08-01 14:19:52.510,2014-03,5357.93,3.94,2.0,28752,Low,35.0,0.2771
windows,2008-08-01 15:22:29.467,2014-03,11065.57,6.29,1.98,27546,Low,36.0,0.2655
wpf,2008-08-11 01:34:34.773,2013-01,4547.76,3.66,1.62,27498,Low,37.0,0.265
matlab,2008-08-07 18:47:58.487,2014-03,2614.42,1.43,1.46,26142,Low,38.0,0.2519
arrays,2008-08-01 12:30:57.630,2014-03,5502.74,3.33,1.99,24704,Low,39.0,0.2381
wordpress,2008-08-17 16:35:15.920,2014-03,2360.28,0.92,1.43,24454,Low,40.0,0.2357
eclipse,2008-08-01 13:56:33.837,2014-03,4855.83,3.52,1.69,23442,Low,41.0,0.2259
xcode,2008-08-08 04:25:11.630,2012-11,3595.4,3.81,1.7,22349,Low,42.0,0.2154
vba,2008-08-22 13:24:24.697,2015-01,7104.98,1.46,1.57,22258,Low,43.0,0.2145
bash,2008-08-11 10:40:41.363,2014-03,11857.66,10.35,2.37,22175,Low,44.0,0.2137
scala,2008-09-10 13:15:29.083,2014-06,2867.62,5.17,1.69,19494,Low,45.0,0.1879
perl,2008-08-06 02:53:13.033,2013-05,2857.92,2.65,2.17,19307,Low,46.0,0.1861
twitter-bootstrap,2010-01-28 18:22:43.573,2014-03,9065.62,3.95,1.78,18996,Low,47.0,0.1831
algorithm,2008-08-01 18:42:19.343,2013-10,5592.59,7.07,2.61,18938,Low,48.0,0.1825
spring,2008-09-11 18:43:19.940,2014-07,6177.53,3.21,1.52,18937,Low,49.0,0.1825
string,2008-08-02 06:57:57.957,2014-03,10521.39,7.15,2.55,18504,Low,50.0,0.1783
forms,2008-08-02 19:51:50.250,2014-03,4855.13,2.45,1.8,18364,Low,51.0,0.177
macos,2008-08-04 18:51:38.543,2013-10,6107.8,5.76,1.76,18204,Low,52.0,0.1754
facebook,2008-08-21 21:38:43.190,2012-07,2060.78,1.42,1.17,17556,Low,53.0,0.1692
apache,2008-08-05 21:45:11.033,2014-01,4905.48,2.42,1.44,17332,Low,54.0,0.167
mongodb,2008-09-08 20:16:16.717,2014-03,4805.71,3.83,1.47,17021,Low,55.0,0.164
oracle,2008-08-02 01:52:54.653,2014-11,8262.04,2.39,1.75,16541,Low,56.0,0.1594
entity-framework,2008-08-14 00:24:43.320,2014-01,3886.1,3.35,1.55,15941,Low,57.0,0.1536
image,2008-08-02 17:01:58.500,2014-04,5651.14,2.84,1.7,15916,Low,58.0,0.1534
actionscript-3,2008-08-05 16:09:12.570,2014-03,1144.9,0.62,1.42,15118,Low,59.0,0.1457
delphi,2008-08-12 12:10:14.663,2013-05,3276.05,2.87,1.86,14729,Low,60.0,0.142
asp.net-mvc-4,2012-06-07 08:11:33.553,2013-08,3964.27,2.31,1.5,14343,Low,61.0,0.1382
.htaccess,2008-08-12 03:58:21.910,2014-03,2164.83,1.28,1.35,14337,Low,62.0,0.1382
performance,2008-08-01 05:21:22.257,2013-07,5157.1,8.64,2.26,14152,Low,63.0,0.1364
visual-studio,2008-08-03 14:53:53.550,2014-01,6826.63,8.04,2.25,13569,Low,64.0,0.1308
sql-server-2008,2008-08-12 21:47:45.277,2013-03,7930.75,2.95,1.91,13411,Low,65.0,0.1293
hibernate,2008-08-25 17:25:22.610,2014-09,5038.94,2.54,1.46,13388,Low,66.0,0.129
postgresql,2008-08-03 17:44:07.450,2014-03,9270.53,6.65,1.72,13152,Low,67.0,0.1268
ruby-on-rails-3,2008-10-13 18:07:24.043,2012-08,1773.44,1.83,1.43,13099,Low,68.0,0.1262
multithreading,2008-08-04 07:30:01.727,2014-03,4065.89,4.59,1.91,12770,Low,69.0,0.1231
shell,2008-08-04 21:04:06.407,2014-03,9661.69,6.92,2.16,12558,Low,70.0,0.121
linq,2008-08-01 13:20:46.890,2013-03,4830.57,3.98,1.99,12318,Low,71.0,0.1187
symfony,2010-02-23 20:53:34.540,2013-07,3337.52,2.4,1.42,12145,Low,72.0,0.117
powershell,2008-08-05 18:01:32.547,2014-07,11049.21,4.92,1.83,12041,Low,73.0,0.116
web-services,2008-08-01 04:59:33.643,2014-04,4038.0,2.51,1.54,12032,Low,74.0,0.116
haskell,2008-08-05 14:16:02.720,2014-11,1602.81,6.18,1.82,12004,Low,75.0,0.1157
cordova,2009-07-03 23:52:38.623,2014-03,2374.55,1.85,1.35,11817,Low,76.0,0.1139
wcf,2008-08-07 02:50:13.320,2012-10,3439.88,2.58,1.46,11747,Low,77.0,0.1132
magento,2008-12-17 00:17:38.590,2013-01,2727.73,1.06,1.44,11712,Low,78.0,0.1129
sqlite,2008-08-01 22:34:42.853,2014-04,3783.57,3.12,1.56,11636,Low,79.0,0.1121
qt,2008-08-20 21:16:24.030,2013-08,3698.3,2.7,1.44,11604,Low,80.0,0.1118
maven,2008-09-16 10:34:05.223,2014-03,6891.5,4.15,1.58,11577,Low,81.0,0.1116
winforms,2008-08-05 20:05:22.077,2013-10,5498.43,3.18,1.96,11400,Low,82.0,0.1099
uitableview,2008-09-24 15:54:26.390,2014-03,2558.53,2.33,1.87,11041,Low,83.0,0.1064
rest,2008-08-04 17:53:32.500,2015-01,6249.48,5.38,1.58,10912,Low,84.0,0.1052
t-sql,2008-08-05 18:15:47.727,2013-08,14179.43,7.22,2.4,10909,Low,85.0,0.1051
xaml,2008-08-28 14:24:15.157,2014-04,3327.06,2.61,1.5,10791,Low,86.0,0.104
visual-studio-2010,2008-08-26 14:22:42.713,2012-07,3423.48,2.25,1.5,10715,Low,87.0,0.1033
validation,2008-08-04 16:44:25.167,2014-01,5028.76,2.93,1.82,10667,Low,88.0,0.1028
swift,2009-01-19 16:55:32.907,2015-01,8931.52,10.42,2.2,10431,Low,89.0,0.1005
jsf,2008-08-13 00:49:17.360,2013-09,3699.84,1.78,1.2,10340,Low,90.0,0.0997
python-2.7,2012-06-07 15:34:19.000,2014-03,5373.1,2.72,1.58,10339,Low,91.0,0.0996
jsp,2008-08-15 23:07:03.400,2014-04,4505.54,1.37,1.52,10200,Low,92.0,0.0983
google-chrome,2008-09-02 15:12:55.033,2014-01,6947.55,5.26,1.61,10120,Low,93.0,0.0975
codeigniter,2008-08-16 19:27:20.473,2013-03,3379.16,1.02,1.69,9968,Low,94.0,0.0961
batch-file,2008-08-19 00:21:12.237,2014-03,8959.07,3.41,1.84,9918,Low,95.0,0.0956
list,2008-08-23 19:17:34.353,2014-03,9393.83,6.3,2.29,9878,Low,96.0,0.0952
authentication,2008-08-03 11:21:54.520,2013-03,3974.91,3.09,1.56,9675,Low,97.0,0.0932
sorting,2008-08-02 00:40:58.200,2014-03,6323.28,5.02,2.2,9466,Low,98.0,0.0912
function,2008-08-18 18:40:34.403,2014-03,4778.21,2.91,2.07,9382,Low,99.0,0.0904
google-maps,2008-08-05 20:24:42.960,2014-03,3538.72,1.87,1.38,9378,Low,100.0,0.0904
java,2008-08-01 16:08:52.353,2014-03,5663.64,3.43,1.94,597038,Low,1.0,5.3795
javascript,2008-08-03 21:42:37.903,2014-03,5588.48,3.83,1.84,584641,Low,2.0,5.2678
c#,2008-07-31 21:42:52.667,2014-03,5099.05,3.7,1.94,521688,Low,3.0,4.7006
php,2008-08-01 12:50:18.587,2014-03,3402.03,1.66,1.84,472818,Low,4.0,4.2603
android,2008-08-26 15:30:38.367,2014-03,3903.77,2.97,1.59,355934,Low,5.0,3.2071
python,2008-08-02 03:35:55.697,2015-03,10552.94,7.42,1.96,304923,Low,6.0,2.7475
c++,2008-08-01 12:13:50.207,2014-03,4707.6,4.22,2.06,242269,Low,7.0,2.1829
ios,2008-08-02 10:47:08.460,2014-03,2953.37,3.12,1.64,202797,Low,8.0,1.8273
html,2008-07-31 22:08:08.620,2014-03,5980.53,3.04,2.0,201171,Low,9.0,1.8126
jquery,2008-08-12 11:11:29.680,2013-03,3892.22,1.75,1.77,193290,Low,10.0,1.7416
sql,2008-08-01 12:35:56.917,2014-03,7576.01,3.49,2.07,139244,Low,11.0,1.2546
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,2240.27,2.54,1.57,119272,Low,12.0,1.0747
mysql,2008-08-01 05:09:55.993,2014-03,4747.38,2.58,1.79,117247,Low,13.0,1.0564
css,2008-08-03 21:42:37.903,2014-03,6214.68,3.55,1.94,107978,Low,14.0,0.9729
c,2008-08-01 23:27:24.993,2014-03,5035.64,3.14,2.21,103685,Low,15.0,0.9342
asp.net,2008-08-01 19:23:13.117,2013-04,3817.85,2.24,1.8,80654,Low,16.0,0.7267
iphone,2008-08-04 19:02:36.777,2012-07,3150.67,2.74,1.95,69816,Low,17.0,0.6291
r,2008-09-16 21:40:29.927,2015-03,6033.89,4.34,1.58,68721,Low,18.0,0.6192
objective-c,2008-08-12 15:31:40.200,2012-08,2382.58,2.69,1.71,63770,Low,19.0,0.5746
.net,2008-08-01 00:59:11.177,2010-03,4740.37,4.8,2.12,50192,Low,20.0,0.4522
angularjs,2009-10-19 11:41:47.043,2015-03,5650.38,4.27,1.53,48602,Low,21.0,0.4379
ruby,2008-08-01 13:38:27.133,2013-03,3121.26,3.93,1.85,47797,Low,22.0,0.4307
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,4475.07,3.24,1.7,43463,Low,23.0,0.3916
linux,2008-08-01 14:36:18.640,2014-03,9688.35,6.46,1.94,43124,Low,24.0,0.3886
sql-server,2008-08-01 18:33:08.333,2015-03,7997.03,3.91,1.99,43104,Low,25.0,0.3884
ajax,2008-08-04 17:53:32.500,2014-03,3498.43,1.83,1.61,40132,Low,26.0,0.3616
node.js,2009-08-23 00:55:49.140,2015-03,7104.25,6.18,1.57,38102,Low,27.0,0.3433
json,2008-08-14 23:13:32.493,2015-03,5774.5,3.78,1.65,37488,Low,28.0,0.3378
vb.net,2008-08-01 12:43:11.503,2014-03,3702.02,1.3,1.57,36452,Low,29.0,0.3284
regex,2008-08-04 13:47:10.547,2014-03,5247.52,3.64,2.17,35049,Low,30.0,0.3158
xml,2008-08-01 15:50:08.537,2014-03,3492.9,2.12,1.56,34306,Low,31.0,0.3091
excel,2008-08-05 16:47:28.873,2015-03,8006.98,1.56,1.61,32955,Low,32.0,0.2969
git,2008-08-05 18:29:14.283,2014-03,19027.53,25.71,2.1,32468,Low,33.0,0.2925
django,2008-08-21 19:41:57.870,2013-03,3726.62,3.81,1.55,32193,Low,34.0,0.2901
database,2008-08-01 14:19:52.510,2014-03,5154.12,3.77,1.97,30578,Low,35.0,0.2755
windows,2008-08-01 15:22:29.467,2014-03,10653.05,6.05,1.94,29082,Low,36.0,0.262
matlab,2008-08-07 18:47:58.487,2015-04,2486.69,1.38,1.43,28612,Low,37.0,0.2578
wpf,2008-08-11 01:34:34.773,2013-01,4436.22,3.57,1.6,28485,Low,38.0,0.2567
arrays,2008-08-01 12:30:57.630,2015-03,5249.04,3.21,1.96,26990,Low,39.0,0.2432
wordpress,2008-08-17 16:35:15.920,2014-03,2295.96,0.9,1.41,26293,Low,40.0,0.2369
eclipse,2008-08-01 13:56:33.837,2014-03,4728.96,3.42,1.67,24579,Low,41.0,0.2215
vba,2008-08-22 13:24:24.697,2015-03,6681.06,1.38,1.56,24535,Low,42.0,0.2211
xcode,2008-08-08 04:25:11.630,2012-11,3506.61,3.73,1.68,24068,Low,43.0,0.2169
bash,2008-08-11 10:40:41.363,2014-03,11190.13,9.72,2.32,24010,Low,44.0,0.2163
scala,2008-09-10 13:15:29.083,2015-03,2868.4,5.02,1.67,21213,Low,45.0,0.1911
twitter-bootstrap,2010-01-28 18:22:43.573,2015-03,8549.52,3.7,1.75,21032,Low,46.0,0.1895
spring,2008-09-11 18:43:19.940,2014-07,6104.39,3.19,1.5,20527,Low,47.0,0.185
algorithm,2008-08-01 18:42:19.343,2013-10,5338.5,6.74,2.55,20256,Low,48.0,0.1825
perl,2008-08-06 02:53:13.033,2013-05,2774.48,2.57,2.15,20146,Low,49.0,0.1815
string,2008-08-02 06:57:57.957,2014-03,10020.33,6.78,2.52,19901,Low,50.0,0.1793
forms,2008-08-02 19:51:50.250,2014-03,4651.89,2.34,1.78,19607,Low,51.0,0.1767
macos,2008-08-04 18:51:38.543,2013-10,5915.71,5.59,1.74,19417,Low,52.0,0.175
mongodb,2008-09-08 20:16:16.717,2015-04,4691.77,3.73,1.46,18688,Low,53.0,0.1684
apache,2008-08-05 21:45:11.033,2014-01,4727.89,2.33,1.42,18489,Low,54.0,0.1666
facebook,2008-08-21 21:38:43.190,2012-07,2029.18,1.4,1.17,18467,Low,55.0,0.1664
oracle,2008-08-02 01:52:54.653,2014-11,7988.65,2.29,1.73,17734,Low,56.0,0.1598
image,2008-08-02 17:01:58.500,2014-04,5444.0,2.73,1.68,16952,Low,57.0,0.1527
entity-framework,2008-08-14 00:24:43.320,2014-01,3766.59,3.25,1.54,16864,Low,58.0,0.152
actionscript-3,2008-08-05 16:09:12.570,2014-03,1116.69,0.6,1.41,15650,Low,59.0,0.141
delphi,2008-08-12 12:10:14.663,2013-03,3220.26,2.81,1.83,15377,Low,60.0,0.1386
.htaccess,2008-08-12 03:58:21.910,2014-03,2095.83,1.25,1.34,15279,Low,61.0,0.1377
asp.net-mvc-4,2012-06-07 08:11:33.553,2013-08,3897.02,2.26,1.49,14962,Low,62.0,0.1348
performance,2008-08-01 05:21:22.257,2013-07,4962.74,8.3,2.22,14940,Low,63.0,0.1346
visual-studio,2008-08-03 14:53:53.550,2014-01,6619.53,7.77,2.21,14257,Low,64.0,0.1285
swift,2009-01-19 16:55:32.907,2015-04,7442.25,8.5,2.05,14257,Low,65.0,0.1285
postgresql,2008-08-03 17:44:07.450,2014-03,8894.74,6.4,1.7,14244,Low,66.0,0.1283
hibernate,2008-08-25 17:25:22.610,2014-09,4935.74,2.5,1.45,14232,Low,67.0,0.1282
sql-server-2008,2008-08-12 21:47:45.277,2013-03,7696.22,2.85,1.9,14015,Low,68.0,0.1263
multithreading,2008-08-04 07:30:01.727,2014-03,3918.12,4.42,1.87,13519,Low,69.0,0.1218
shell,2008-08-04 21:04:06.407,2014-03,9216.67,6.58,2.12,13489,Low,70.0,0.1215
ruby-on-rails-3,2008-10-13 18:07:24.043,2012-08,1772.29,1.82,1.43,13330,Low,71.0,0.1201
powershell,2008-08-05 18:01:32.547,2015-03,10625.84,4.71,1.8,13163,Low,72.0,0.1186
symfony,2010-02-23 20:53:34.540,2013-07,3235.98,2.34,1.41,13076,Low,73.0,0.1178
linq,2008-08-01 13:20:46.890,2013-03,4681.03,3.85,1.97,12881,Low,74.0,0.1161
haskell,2008-08-05 14:16:02.720,2014-11,1547.95,6.02,1.8,12877,Low,75.0,0.116
cordova,2009-07-03 23:52:38.623,2014-03,2353.17,1.83,1.34,12680,Low,76.0,0.1143
web-services,2008-08-01 04:59:33.643,2014-04,3928.98,2.44,1.52,12607,Low,77.0,0.1136
sqlite,2008-08-01 22:34:42.853,2015-03,3623.17,2.96,1.54,12573,Low,78.0,0.1133
maven,2008-09-16 10:34:05.223,2014-03,6672.16,4.04,1.56,12480,Low,79.0,0.1124
magento,2008-12-17 00:17:38.590,2013-01,2639.63,1.02,1.42,12373,Low,80.0,0.1115
qt,2008-08-20 21:16:24.030,2013-08,3619.77,2.65,1.42,12327,Low,81.0,0.1111
wcf,2008-08-07 02:50:13.320,2012-10,3357.43,2.53,1.45,12160,Low,82.0,0.1096
rest,2008-08-04 17:53:32.500,2015-03,6102.83,5.2,1.56,11869,Low,83.0,0.1069
winforms,2008-08-05 20:05:22.077,2013-10,5336.98,3.08,1.93,11842,Low,84.0,0.1067
uitableview,2008-09-24 15:54:26.390,2014-03,2491.18,2.24,1.85,11816,Low,85.0,0.1065
t-sql,2008-08-05 18:15:47.727,2013-08,13556.22,6.91,2.38,11488,Low,86.0,0.1035
xaml,2008-08-28 14:24:15.157,2014-04,3219.71,2.52,1.48,11475,Low,87.0,0.1034
python-2.7,2012-06-07 15:34:19.000,2014-03,5146.03,2.61,1.57,11453,Low,88.0,0.1032
validation,2008-08-04 16:44:25.167,2014-01,4866.1,2.84,1.79,11266,Low,89.0,0.1015
visual-studio-2010,2008-08-26 14:22:42.713,2012-07,3365.29,2.21,1.49,10982,Low,90.0,0.099
jsf,2008-08-13 00:49:17.360,2013-09,3588.42,1.73,1.19,10897,Low,91.0,0.0982
jsp,2008-08-15 23:07:03.400,2014-04,4349.0,1.33,1.51,10869,Low,92.0,0.0979
google-chrome,2008-09-02 15:12:55.033,2014-01,6779.18,5.16,1.59,10867,Low,93.0,0.0979
batch-file,2008-08-19 00:21:12.237,2014-03,8502.52,3.23,1.82,10664,Low,94.0,0.0961
codeigniter,2008-08-16 19:27:20.473,2013-03,3299.19,1.0,1.68,10602,Low,95.0,0.0955
list,2008-08-23 19:17:34.353,2014-03,8946.49,5.97,2.26,10568,Low,96.0,0.0952
authentication,2008-08-03 11:21:54.520,2013-03,3899.64,3.03,1.54,10327,Low,97.0,0.0931
sorting,2008-08-02 00:40:58.200,2014-03,5967.14,4.73,2.16,10300,Low,98.0,0.0928
hadoop,2008-08-20 10:43:13.227,2015-04,4070.02,2.18,1.49,10243,Low,99.0,0.0923
function,2008-08-18 18:40:34.403,2014-03,4604.39,2.83,2.04,10077,Low,100.0,0.0908
java,2008-08-01 16:08:52.353,2014-03,5487.21,3.33,1.92,636341,Low,1.0,5.384
javascript,2008-08-03 21:42:37.903,2015-06,5358.16,3.68,1.82,632754,Low,2.0,5.3536
c#,2008-07-31 21:42:52.667,2014-03,4943.7,3.59,1.92,549973,Low,3.0,4.6532
php,2008-08-01 12:50:18.587,2014-03,3329.01,1.64,1.82,500610,Low,4.0,4.2356
android,2008-08-26 15:30:38.367,2014-03,3841.03,2.94,1.58,379292,Low,5.0,3.2091
python,2008-08-02 03:35:55.697,2015-06,10133.24,7.11,1.93,329326,Low,6.0,2.7864
c++,2008-08-01 12:13:50.207,2014-03,4557.94,4.09,2.03,256043,Low,7.0,2.1663
ios,2008-08-02 10:47:08.460,2014-03,2911.28,3.08,1.63,219955,Low,8.0,1.861
html,2008-07-31 22:08:08.620,2014-03,5735.53,2.92,1.99,216320,Low,9.0,1.8303
jquery,2008-08-12 11:11:29.680,2013-03,3795.24,1.72,1.75,202277,Low,10.0,1.7114
sql,2008-08-01 12:35:56.917,2014-03,7324.77,3.37,2.06,146424,Low,11.0,1.2389
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,2181.57,2.48,1.56,126173,Low,12.0,1.0675
mysql,2008-08-01 05:09:55.993,2014-03,4581.07,2.5,1.77,124242,Low,13.0,1.0512
css,2008-08-03 21:42:37.903,2014-03,6000.77,3.44,1.92,114704,Low,14.0,0.9705
c,2008-08-01 23:27:24.993,2014-03,4862.87,3.04,2.18,109874,Low,15.0,0.9296
asp.net,2008-08-01 19:23:13.117,2013-04,3747.97,2.2,1.78,83495,Low,16.0,0.7064
r,2008-09-16 21:40:29.927,2015-03,5749.85,4.19,1.56,75590,Low,17.0,0.6396
iphone,2008-08-04 19:02:36.777,2012-07,3125.68,2.72,1.95,70659,Low,18.0,0.5978
objective-c,2008-08-12 15:31:40.200,2012-08,2343.87,2.65,1.7,65359,Low,19.0,0.553
angularjs,2009-10-19 11:41:47.043,2015-06,5219.69,3.91,1.51,55717,Low,20.0,0.4714
.net,2008-08-01 00:59:11.177,2010-03,4661.59,4.73,2.09,51587,Low,21.0,0.4365
ruby,2008-08-01 13:38:27.133,2013-03,3024.35,3.81,1.84,50320,Low,22.0,0.4258
linux,2008-08-01 14:36:18.640,2014-03,9278.07,6.17,1.91,46087,Low,23.0,0.3899
sql-server,2008-08-01 18:33:08.333,2015-03,7614.82,3.72,1.96,46047,Low,24.0,0.3896
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,4350.9,3.15,1.68,45982,Low,25.0,0.389
ajax,2008-08-04 17:53:32.500,2014-03,3394.1,1.78,1.6,42563,Low,26.0,0.3601
node.js,2009-08-23 00:55:49.140,2015-06,6769.83,5.89,1.54,42073,Low,27.0,0.356
json,2008-08-14 23:13:32.493,2015-06,5559.7,3.62,1.64,40657,Low,28.0,0.344
vb.net,2008-08-01 12:43:11.503,2014-03,3573.21,1.24,1.55,38427,Low,29.0,0.3251
regex,2008-08-04 13:47:10.547,2015-06,5013.94,3.5,2.15,37497,Low,30.0,0.3173
xml,2008-08-01 15:50:08.537,2014-03,3364.8,2.05,1.55,36341,Low,31.0,0.3075
excel,2008-08-05 16:47:28.873,2015-06,7615.02,1.5,1.6,35702,Low,32.0,0.3021
git,2008-08-05 18:29:14.283,2014-03,18158.14,24.42,2.06,34745,Low,33.0,0.294
django,2008-08-21 19:41:57.870,2013-03,3668.73,3.73,1.54,34025,Low,34.0,0.2879
